OT070-ELQ7013A9A|OT0
OT070-ELQ7022A6A|OT0
OT070-ELQ7033A2A  TH580|OT0
OT62-ELQ6216A2A|OT6
OT096 0,20 ALU/C|OT0
OT96 0,20  W/G|OT9
0,17x959x901 2G/G|0,1
0,17x959x901 2,8/2,8 TH550|0,1
0,17x894x795 W/С №88|0,1
0,18x860x873 W/C №87|0,1
0,17x894x795 W/С №13|0,1
OT62-ELQ6216A2A|OT6
OT070-ELQ7033A2A  TH580|OT0
0,17x838x942 ALU/С|0,1
0,16x796x925 G/C|0,1
OT99-921XQ 0,20 A55B05|OT9
0,16x942x790 ALU/С|0,1
0,14x913x766 2,0/2,0 TS480|0,1
0,17x838x942 ALU/С|0,1
OT070-ELQ7033A2A  TH580|OT0
OT070-ELQ7013A9A|OT0
0,16x942x790 ALU/С|0,1
OT153-ELQ1542A3A HBI|OT1
OT153-ELQ1554A0A|OT1
OT153-EPQ1555A2A|OT1
OT62-ELQ6216A2A|OT6
OT153-ELQ0561A2A HBI|OT1
OT070-ELQ7013A11A|OT0
OT070-ELQ7013A9A|OT0
0,16x942x790 ALU/С|0,1
0,16x942x790 BLANK|0,1
0,17x838x942 ALU/С|0,1
OT99-921XQ 0,20 A55B05|OT9
0,14x913x766 BLANK|0,1
0,17x838x942 ALU/С|0,1
OT153-ELQ1542A3A HBI|OT1
OT153-ELQ0561A2A HBI|OT1
OT070-ELQ7033A2A  TH580|OT0
0,17x959x901 G/C|0,1
0,17x959x901 2W/C|0,1
0,17x838x942 ALU/С|0,1
0,17x838x942 BLANK|0,1
0,18x877x1066 W/G|0,1
0,17x894x795 W/С №13|0,1
0,17x894x944  ТЕСТ|0,1
0,17x838x942 ALU/С|0,1
0,20x908x1112 BLANK|0,2
OT99-ELQ9999A0A_N/A|OT9
0,16x942x790 ALU/С|0,1
0,16x942x790 BLANK|0,1
0,17x959x901 BLANK|0,1
0,17x959x901 2G/G|0,1
OT070-ELQ7013A9A|OT0
OT070-ELQ7033A2A  TH580|OT0
OT80-ELQ8008A2A|OT8
OT153-ELQ1554A0A|OT1
OT153-ELQ0561A2A HBI|OT1
0,16x942x790 ALU/С|0,1
OT62-ELQ6216A2A|OT6
OT62-ELQ6215A6A|OT6
0,17x838x942 ALU/С|0,1
0,17x838x942 BLANK|0,1
0,14x814x925 G/C|0,1
0,14x913x766 BLANK|0,1
0,15x850x925 G/C|0,1
0,14x814x925 G/C|0,1
OT096 0,20 ALU/C HBI|OT0
OT62-ELQ6216A2A|OT6
0,15x850x925 2,0/2,8 TS550-TCLR|0,1
0,27x816x925 2,8/5,6 TH435|0,2
0,16x942x790 ALU/С|0,1
OT070-ELQ7013A9A|OT0
OT070-ELQ7033A2A  TH580|OT0
OT070-ELQ7022A6A|OT0
0,17x838x942 BLANK|0,1
0,18x860x873 W/C|0,1
OT153-ELQ1542A3A HBI|OT1
OT153-ELQ0561A2A HBI|OT1
0,17x959x901 BLANK|0,1
OT99-921XQ 0,20 A55B05|OT9
OT096 0,20 ALU/C HBI|OT0
0,14x796x925 G/C|0,1
OT99-ELQ9991A0A|OT9
OT070-ELQ7033A2A TH550|OT0
OT070-ELQ7033A2A TH550|OT0
0,17x838x942 ALU/С|0,1
0,18x894x795 W/С|0,1
0,17x894x795 W/С №13|0,1
0,17x838x942 BLANK|0,1
OT62-ELQ6216A2A|OT6
OT153-ELQ1542A3A HBI|OT1
OT153-ELQ0561A2A HBI|OT1
0,16x942x790 ALU/С|0,1
0,14x796x925 G/C|0,1
0,17x838x942 ALU/С|0,1
0,225x836,5x712 CKO|0,2
0,19x895x907 W/C|0,1
OT62-ELQ6216A2A|OT6
OT070-ELQ7022A6A|OT0
OT070-ELQ7013A9A|OT0
OT62-ELQ6216A2A|OT6
0,14x850x925 G/C|0,1
OT62-ELQ6216A2A|OT6
OT62-ELQ6215A5A|OT6
OT070-ELQ7013A9A|OT0
0,17x894x795 W/С №13|0,1
0,16x920x778 BLANK|0,1
0,14x850x925 G/C|0,1
OT62-ELQ6216A2A|OT6
OT62-ELQ6216A2A|OT6
0,17x894x795 BLANK|0,1
0,18x894x795 W/С|0,1
0,16x942x790 ALU/С|0,1
0,14x814x925 G/C|0,1
0,17x838x942 BLANK|0,1
OT070-ELQ7013A9A|OT0
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
0,16x942x790 ALU/С|0,1
OT096 0,20 ALU/C HBI|OT0
OT096 0,20 ALU/C USK|OT0
0,18x860x873  BLANK|0,1
OT99-ELQ9999A0A_N/A|OT9
0,16x942x790 ALU/С|0,1
OT070-ELQ7013A9A|OT0
OT070-ELQ7013A4A|OT0
0,19x895x907 BLANK|0,1
0,16x942x790 ALU/С|0,1
0,16x942x790 ALU/С|0,1
0,14x913x766 BLANK|0,1
0,14x913x766 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
OT153-ELQ1554A0A USK|OT1
OT070-ELQ7033A2A  TH580|OT0
0,16x942x790 ALU/С|0,1
OT70-ELY2060376B|OT7
0,16x942x790 BLANK|0,1
0,16x942x790 ALU/С|0,1
OT153-ELQ1542A3A USK|OT1
0,16x920x778 BLANK|0,1
0,17x838x942 BLANK|0,1
0,17x838x942 ALU/С|0,1
0,14x850x925 BLANK|0,1
0,18x877x1066 BLANK|0,1
0,17x894x795 BLANK|0,1
OT070-ELQ7022A6A|OT0
OT070-ELQ7013A11A|OT0
OT070-ELQ7033A2A  TH580|OT0
OT62-ELQ6216A2A|OT6
OT62-ELQ6216A2A USK|OT6
OT096 0,20 ALU/C USK|OT0
OT096 0,20 ALU/C HBI|OT0
OT96 0,20  W/G USK|OT9
OT96 0,18 G/G|OT9
OT153-ELQ0561A2A USK|OT1
OT153-ELQ1542A3A USK|OT1
OT99-ELQ0730A0A|OT9
0,14x913x766 BLANK|0,1
0,16x920x778 BLANK|0,1
0,14x850x925 BLANK|0,1
0,14x850x925 G/C|0,1
0,18x860x873 W/C|0,1
0,19x895x907 W/C|0,1
OT070-ELQ7033A2A  TH580|OT0
OT62-ELQ6216A2A|OT6
OT62-ELQ6215A5A|OT6
OT62-ELQ6216A2A|OT6
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1542A3A USK|OT1
OT99-EBQ0556B2A|OT9
OT99-ELQ0730A0A|OT9
OT070-ELQ7013A9A|OT0
0,18x894x795 W/С|0,1
0,17x894x795 BLANK|0,1
0,19x895x907 W/C|0,1
OT62-ELQ6216A2A|OT6
OT070-ELQ7013A13A|OT0
OT62-ELQ6216A2A|OT6
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,14x850x925 G/C|0,1
0,16x942x790 ALU/С|0,1
OT62-ELQ6216A2A|OT6
OT62-ELQ6216A2A USK|OT6
0,14x913x766 BLANK|0,1
OT070-ELQ7033A2A  TH580|OT0
OT070-ELQ7022A6A|OT0
OT070-ELQ7013A9A|OT0
OT99-ELQ0730A0A|OT9
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
0,17x838x942 BLANK|0,1
0,17x838x942 ALU/С|0,1
OT070-ELQ7033A2A  TH580|OT0
0,14x814x925 G/C|0,1
OT070-ELQ7040A0A|OT0
OT070-ELQ7013A9A|OT0
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,18x830x801 Alu/C|0,1
OT070-ELQ7033A2A TH550|OT0
OT070-ELQ7033A2A TH550|OT0
OT62-ELQ6216A2A|OT6
OT62-ELQ6216A2A|OT6
OT070-ELQ7013A9A|OT0
OT096 0,20 ALU/C USK|OT0
0,20x908x1112 BLANK|0,2
0,14x913x766 BLANK|0,1
0,16x920x778 BLANK|0,1
0,17x894x795 BLANK|0,1
0,17x894x795 W/С №13|0,1
0,17x894x795 BLANK|0,1
OT096 0,20 ALU/C USK|OT0
OT99-ELQ9999A0A_N/A|OT9
OT99-ELQ9999A0A_N/A|OT9
OT99-921XQ 0,18 A55B05|OT9
OT62-ELQ6216A2A|OT6
0,16x920x778 BLANK|0,1
OT096-A07B05 Alu/G|OT0
0,16x920x778 BLANK|0,1
0,17x894x795 BLANK|0,1
OT99-ELQ9999A0A_N/A|OT9
0,18x830x801 Alu/C|0,1
0,19x895x907 BLANK|0,1
0,17x894x795 W/С №13|0,1
0,17x894x795 W/С №13|0,1
0,18x894x795 W/С|0,1
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A|OT6
OT070-ELQ7033A2A  TH580|OT0
OT153-ELQ1542A3A USK|OT1
OT153-ELQ1554A0A|OT1
OT153-ELQ0561A2A USK|OT1
OT62-ELQ6215A5A|OT6
OT62-ELQ6216A2A|OT6
0,14x913x766 BLANK|0,1
0,20x908x1112 BLANK|0,2
ТЕСТ 2026|ТЕС
0,16x942x790 ALU/С|0,1
0,19x895x907 W/C|0,1
0,19x895x907 BLANK|0,1
OT99-921XQ 0,18 G/G|OT9
OT62-ELQ6216A2A|OT6
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT070-ELQ7022A6A|OT0
OT070-ELQ7033A2A  TH580|OT0
OT70-ELQ7022A5A|OT7
OT153-ELQ0561A2A USK|OT1
0,17x838x942 ALU/С|0,1
0,14x913x766 BLANK|0,1
0,20x908x1112 BLANK|0,2
0,18x877x1066 W/G|0,1
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
OT096 0,20 ALU/C USK|OT0
0,18x860x873 W/C|0,1
0,18x860x873 W/C|0,1
OT070-ELQ7013A9A|OT0
OT62-ELQ6215A5A|OT6
0,19x895x907 BLANK|0,1
0,19x895x907 BLANK|0,1
0,16x942x790 ALU/С|0,1
0,16x942x790 BLANK|0,1
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,14x814x925 W/C|0,1
OT070-ELQ7013A11A|OT0
OT070-ELQ7013A9A|OT0
0,17x959x901 2G/G|0,1
0,17x959x901 2W/G|0,1
OT096 0,20 ALU/C USK|OT0
0,18x894x795 W/С|0,1
0,18x894x795 W/С|0,1
OT62-ELQ6216A2A USK|OT6
OT153-ELQ0561A2A USK|OT1
OT153-ELQ1554A0A|OT1
0,14x796x925 G/C|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT99-ELQ0730A0A|OT9
0,17x894x795 BLANK|0,1
OT99-921XQ 0,20 A55B05|OT9
0,17x894x795 BLANK|0,1
0,18x894x795 W/С|0,1
0,17x838x942 ALU/С|0,1
OT070-ELQ7040A0A|OT0
OT070-ELQ7013A9A|OT0
0,16x920x778 BLANK|0,1
0,14x913x766 BLANK|0,1
OT99-ELQ0730A0A|OT9
OT99-EBQ0556B2A|OT9
OT62-ELQ6216A2A USK|OT6
OT99-921XQ 0,22 ALU/G|OT9
OT62-ELQ6216A2A USK|OT6
0,16x942x790 ALU/С|0,1
0,14x850x925 G/C|0,1
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1554A0A USK|OT1
OT99-921XQ 0,20 A55B05|OT9
0,17x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,17x838x942 ALU/С|0,1
0,14x913x766 BLANK|0,1
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1542A3A USK|OT1
OT096 0,20 ALU/C USK|OT0
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6215A5A|OT6
OT096-A07B05 Alu/G|OT0
0,17x894x795 BLANK|0,1
0,18x894x795 W/С|0,1
OT153-ELQ1554A0A USK|OT1
0,14x850x925 G/C|0,1
0,16x942x790 ALU/С|0,1
OT80 15VK05 Vaja|OT8
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1554A0A USK|OT1
0,20x908x1112 BLANK|0,2
0,18x860x873 W/C|0,1
0,18x860x873  BLANK|0,1
0,14x913x766 BLANK|0,1
OT070-ELQ7033A2A  TH580|OT0
0,14x913x766 BLANK|0,1
OT62-ELQ6215A5A HBI 21E|OT6
OT62-ELQ6215A5A USK 21E|OT6
OT62-ELQ6215A5A USK 21E|OT6
0,18x877x1066 BLANK|0,1
0,16x942x790 BLANK|0,1
0,16x942x790 ALU/С|0,1
0,18x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
OT070-ELQ7033A2A  TH580|OT0
0,18x830x801 Alu/C|0,1
OT096 0,20 ALU/C HBI|OT0
OT096 0,20 ALU/C USK|OT0
OT096-A07B05 Alu/G|OT0
OT62-ELQ6216A2A USK|OT6
0,19x895x907 BLANK|0,1
0,17x959x901 BLANK|0,1
0,17x838x942 ALU/С|0,1
0,18x894x795 W/С|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT096 0,20 ALU/C USK|OT0
OT62-ELQ6216A2A USK|OT6
OT62-ELQ6215A5A USK 21E|OT6
0,18x860x873  BLANK|0,1
OT062-ELQ0830A9A|OT0
OT99-921XQ 0,20 A55B05|OT9
OT99-921XQ 0,22 ALU/G ARK|OT9
OT96 0,22 ALU/G ARK|OT9
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1554A0A USK|OT1
0,16x920x778 BLANK|0,1
0,16x942x790 ALU/С|0,1
0,16x942x790 ALU/С|0,1
0,16x942x790 ALU/С|0,1
0,16x942x790 BLANK|0,1
0,19x895x907 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
0,14x850x925 W/C|0,1
0,14x850x925 G/C|0,1
0,19x895x907 BLANK|0,1
0,20x908x1112 BLANK|0,2
0,16x942x790 W19/G|0,1
OT62-ELQ6215A5A USK 21E|OT6
0,18x894x795 BLANK|0,1
OT153-ELQ1554A0A USK|OT1
0,14x913x766 BLANK|0,1
OT153-ELQ0561A2A USK|OT1
OT99-EBQ0556B2A|OT9
OT99-ELQ0730A0A|OT9
OT99-ELQ0730A0A|OT9
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT99-921XQ 0,20 A55B05|OT9
0,19x895x907 BLANK|0,1
OT070-ELQ7033A2A  TH580|OT0
OT070-ELQ7022A6A|OT0
0,18x860x873  BLANK|0,1
0,14x814x925 G/C|0,1
0,17x894x795 W/С №13|0,1
0,17x894x795 BLANK|0,1
OT153-ELQ1542A3A USK|OT1
OT153-ELQ0561A2A USK|OT1
OT096-A07B05 Alu/G|OT0
OT99-921XQ 0,20 A55B05|OT9
0,18x894x795 BLANK|0,1
0,16x920x778 BLANK|0,1
OT096-15V/K04   test Vaja|OT0
OT096-21E/B04   test Vaja|OT0
0,19x895x907 BLANK|0,1
0,17x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,14x975x925 G/C|0,1
OT62-ELQ6216A2A|OT6
0,18x860x873  BLANK|0,1
OT96 0,18 G/G|OT9
OT096 0,20 ALU/C HBI|OT0
OT096-A07B05 Alu/G|OT0
OT153-ELQ1554A0A USK|OT1
0,18x894x795 W/С|0,1
0,17x894x795 BLANK|0,1
0,17x838x942 ALU/С|0,1
0,17x894x795 BLANK|0,1
0,18x860x873  BLANK|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,19x895x907 BLANK|0,1
0,18x894x795 W/С|0,1
OT62-ELQ6216A2A USK|OT6
0,17x959x901 BLANK|0,1
0,18x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
OT153-ELQ1554A0A USK|OT1
OT153-ELQ0561A2A USK|OT1
0,18x860x873 W/C|0,1
0,18x860x873  BLANK|0,1
0,18x860x873  BLANK|0,1
0,14x913x766 BLANK|0,1
0,14x913x766 BLANK|0,1
0,18x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
0,18x894x795 BLANK|0,1
OT62-ELQ6216A2A USK|OT6
OT096 G/C  Spain|OT0
0,19x895x907 BLANK|0,1
0,14x796x925 G/C|0,1
0,17x894x795 BLANK|0,1
0,17x894x795 BLANK|0,1
0,18x860x873  BLANK|0,1
OT99-ELQ9999A0A ARP|OT9
OT62-ELQ6216A2A ver2|OT6
OT62-ELQ6215A5A HBI 21E|OT6
0,18x860x873  BLANK|0,1
OT153-ELQ1554A0A USK|OT1
OT153-ELQ1542A3A USK|OT1
0,17x840x942 BLANK|0,1
0,18x894x795 BLANK|0,1
0,20x908x1112 BLANK|0,2
0,17x959x901 2W/G|0,1
0,17x959x901 BLANK|0,1
0,19x895x907 BLANK|0,1
0,19x895x907 BLANK|0,1
OT62-ELQ6215A5A HBI 21E|OT6
0,17x894x795 BLANK|0,1
OT62-ELQ6216A2A  USK ver3|OT6
OT99-ELQ9999A0A ARP|OT9
0,16x920x778 BLANK|0,1
OT153-ELQ0561A2A USK|OT1
OT153-ELQ1554A0A USK|OT1
0,19x895x907 BLANK|0,1
0,19x895x907 BLANK|0,1
0,14x850x925 G/C|0,1
0,16x942x790 ALU/С|0,1
0,14x918x925 G/C|0,1
0,17x894x795 BLANK|0,1
OT070-ELQ7013A9A|OT0
OT070-ELQ7022A5A 21Е|OT0
OT62-ELQ6215A5A USK 21E|OT6
OT96 0,18 G/G auto|OT9
OT96 Alu/C USK auto|OT9
0,20x838x941,7 BLANK|0,2
OT99-921XQ 0,20 A55B05|OT9
OT96 Alu/C HBI auto|OT9
OT99-921XQ 0,20 A55B05 auto|OT9
OT153-ELQ0561A2A-14400 HBI|OT1
OT153-ELQ1542A3A USK|OT1
OT62-ELQ6216A2A  USK ver3|OT6
0,19x895x907 W/C|0,1
"0,17x959x901 2ALU/G ЭП-547""В"""|0,1
0,17x959x901 901 2w/g BPANI|0,1
0,17x959x901 2w/c|0,1
OT153-ELQ0561A2A-14400 HBI|OT1
0,16x920x778 BLANK|0,1
OT80 21EK05|OT8
OT153-ELQ0561A2A-14400 USK|OT1
OT153-ELQ1542A3A USK|OT1
OT070-ELQ7013A9A|OT0
OT070-ELQ7033A2A  TH580|OT0
0,14x913x766 BLANK|0,1
OT62-ELQ6216A2A  USK ver3|OT6
OT99-921XQ 0,18 G/G PL1014-59|OT9
0,17x838x942 ALU/С|0,1
OT070-ELQ7040A0A|OT0
0,16x920x778 BLANK|0,1
0,14x913x766 BLANK|0,1
0,20x908x1112 BLANK|0,2
0,14x850x925 G/C|0,1
